id,title,isPartOf,publicationYear,doi,docType,docSubType,provider,collection,datePublished,issueNumber,volumeNumber,url,creator,publisher,language,pageStart,pageEnd,placeOfPublication,wordCount,pageCount,outputFormat
http://www.jstor.org/stable/1156254,Review Article,Africa: Journal of the International African Institute,1952,,article,book-review,jstor,,1952-04-01,2,22,http://www.jstor.org/stable/1156254,M. Freeman,Cambridge University Press,eng,185,186,,1338,2,unigram; bigram; trigram
http://www.jstor.org/stable/1155581,Review Article,Africa: Journal of the International African Institute,1932,,article,book-review,jstor,,1932-04-01,2,5,http://www.jstor.org/stable/1155581,Edwin W. Smith,Cambridge University Press,eng,211,212,,975,2,unigram; bigram; trigram
http://www.jstor.org/stable/1156523,Review Article,Africa: Journal of the International African Institute,1949,,article,book-review,jstor,,1949-04-01,2,19,http://www.jstor.org/stable/1156523,M. M. Tew,Cambridge University Press,eng,163,164,,1335,2,unigram; bigram; trigram
http://www.jstor.org/stable/1157102,Front Matter,Africa: Journal of the International African Institute,1955,,article,misc,jstor,,1955-07-01,3,25,http://www.jstor.org/stable/1157102,,Cambridge University Press,eng,1,2,,552,4,unigram; bigram; trigram
http://www.jstor.org/stable/1157628,Review Article,Africa: Journal of the International African Institute,1959,,article,book-review,jstor,,1959-07-01,3,29,http://www.jstor.org/stable/1157628,F. W. Parsons,Cambridge University Press,eng,314,314,,681,1,unigram; bigram; trigram
http://www.jstor.org/stable/3180565,Professor Édouard de Jonghe,Africa: Journal of the International African Institute,1950,,article,news,jstor,,1950-04-01,2,20,http://www.jstor.org/stable/3180565,,Cambridge University Press,eng,97,98,,941,2,unigram; bigram; trigram
http://www.jstor.org/stable/1155796,La Maladie du Sommeil au Cameroun,Africa: Journal of the International African Institute,1930,,article,research-article,jstor,,1930-04-01,2,3,http://www.jstor.org/stable/1155796,E. Jamot,Cambridge University Press,fre,161,177,,6829,32,unigram; bigram; trigram
http://www.jstor.org/stable/1155559,"The African Child in Proverb, Folklore, and Fact",Africa: Journal of the International African Institute,1933,,article,research-article,jstor,,1933-10-01,4,6,http://www.jstor.org/stable/1155559,R. S. Rattray,Cambridge University Press,eng,456,471,,7173,16,unigram; bigram; trigram
http://www.jstor.org/stable/1156604,A Further Gurage Note,Africa: Journal of the International African Institute,1951,,article,research-article,jstor,,1951-07-01,3,21,http://www.jstor.org/stable/1156604,Edward Ullendorff,Cambridge University Press,eng,248,249,,943,2,unigram; bigram; trigram
http://www.jstor.org/stable/3180498,Review Article,Africa: Journal of the International African Institute,1934,,article,book-review,jstor,,1934-01-01,1,7,http://www.jstor.org/stable/3180498,Henri Labouret,Cambridge University Press,eng,118,119,,894,2,unigram; bigram; trigram
http://www.jstor.org/stable/1157602,Review Article,Africa: Journal of the International African Institute,1960,,article,book-review,jstor,,1960-10-01,4,30,http://www.jstor.org/stable/1157602,Lucy Mair,Cambridge University Press,eng,407,409,,2090,3,unigram; bigram; trigram
http://www.jstor.org/stable/1157749,Review Article,Africa: Journal of the International African Institute,1960,,article,book-review,jstor,,1960-01-01,1,30,http://www.jstor.org/stable/1157749,Margaret Chave Fallers,Cambridge University Press,eng,90,90,,670,1,unigram; bigram; trigram
http://www.jstor.org/stable/3180571,Marriage Customs of the Luo of Kenya,Africa: Journal of the International African Institute,1950,,article,research-article,jstor,,1950-04-01,2,20,http://www.jstor.org/stable/3180571,E. E. Evans-Pritchard,Cambridge University Press,eng,132,142,,7217,11,unigram; bigram; trigram
http://www.jstor.org/stable/1157730,Review Article,Africa: Journal of the International African Institute,1960,,article,book-review,jstor,,1960-04-01,2,30,http://www.jstor.org/stable/1157730,Peter Ady,Cambridge University Press,eng,205,206,,1270,2,unigram; bigram; trigram
http://www.jstor.org/stable/1156509,Review Article,Africa: Journal of the International African Institute,1951,,article,book-review,jstor,,1951-10-01,4,21,http://www.jstor.org/stable/1156509,G. I. Jones,Cambridge University Press,eng,342,344,,1992,3,unigram; bigram; trigram
http://www.jstor.org/stable/1156686,Review Article,Africa: Journal of the International African Institute,1956,,article,book-review,jstor,,1956-10-01,4,26,http://www.jstor.org/stable/1156686,Paul Bohannan,Cambridge University Press,eng,421,422,,1428,2,unigram; bigram; trigram
http://www.jstor.org/stable/1156319,Psychological Methods for the Study of 'Hard' and 'Soft' Features of Culture,Africa: Journal of the International African Institute,1946,,article,research-article,jstor,,1946-07-01,3,16,http://www.jstor.org/stable/1156319,F. C. Bartlett,Cambridge University Press,eng,145,155,,6478,11,unigram; bigram; trigram
http://www.jstor.org/stable/1157054,To the Members of the Institute,Africa: Journal of the International African Institute,1944,,article,misc,jstor,,1944-01-01,5,14,http://www.jstor.org/stable/1157054,Lugard,Cambridge University Press,eng,229,229,,423,1,unigram; bigram; trigram
http://www.jstor.org/stable/1156208,Review Article,Africa: Journal of the International African Institute,1945,,article,book-review,jstor,,1945-04-01,2,15,http://www.jstor.org/stable/1156208,L. J. Lewis,Cambridge University Press,eng,98,99,,1382,2,unigram; bigram; trigram
http://www.jstor.org/stable/1155214,Front Matter,Africa: Journal of the International African Institute,1938,,article,misc,jstor,,1938-01-01,1,11,http://www.jstor.org/stable/1155214,,Cambridge University Press,eng,1,124,,1881,7,unigram; bigram; trigram
http://www.jstor.org/stable/1155913,La Renaissance de l'Olivier et la Propriété foncière dans l'Afrique du Nord,Africa: Journal of the International African Institute,1928,,article,research-article,jstor,,1928-10-01,4,1,http://www.jstor.org/stable/1155913,J. Ladreit de Lacharrière,Cambridge University Press,fre,463,477,,5407,15,unigram; bigram; trigram
http://www.jstor.org/stable/1157125,Front Matter,Africa: Journal of the International African Institute,1958,,article,misc,jstor,,1958-04-01,2,28,http://www.jstor.org/stable/1157125,,Cambridge University Press,eng,1,4,,1327,6,unigram; bigram; trigram
http://www.jstor.org/stable/1156245,La Question de l'Ethnique 'Gourounsi' en Haute-Volta (A.O.F.),Africa: Journal of the International African Institute,1952,,article,research-article,jstor,,1952-04-01,2,22,http://www.jstor.org/stable/1156245,François J. Nicolas,Cambridge University Press,fre,170,172,,1808,3,unigram; bigram; trigram
http://www.jstor.org/stable/1155672,Review Article,Africa: Journal of the International African Institute,1938,,article,book-review,jstor,,1938-07-01,3,11,http://www.jstor.org/stable/1155672,F. Rudolf Lehmann,Cambridge University Press,ger,379,380,,916,2,unigram; bigram; trigram
http://www.jstor.org/stable/1156975,Review Article,Africa: Journal of the International African Institute,1949,,article,book-review,jstor,,1949-07-01,3,19,http://www.jstor.org/stable/1156975,Arthur Phillips,Cambridge University Press,eng,245,247,,1963,3,unigram; bigram; trigram
http://www.jstor.org/stable/1156545,Review Article,Africa: Journal of the International African Institute,1946,,article,book-review,jstor,,1946-01-01,1,16,http://www.jstor.org/stable/1156545,M. M. Green,Cambridge University Press,eng,61,62,,1380,2,unigram; bigram; trigram
http://www.jstor.org/stable/1155692,Review Article,Africa: Journal of the International African Institute,1933,,article,book-review,jstor,,1933-07-01,3,6,http://www.jstor.org/stable/1155692,E. W. Smith,Cambridge University Press,eng,351,351,,159,1,unigram; bigram; trigram
http://www.jstor.org/stable/1155593,Review Article,Africa: Journal of the International African Institute,1932,,article,book-review,jstor,,1932-04-01,2,5,http://www.jstor.org/stable/1155593,Henri Labouret,Cambridge University Press,fre,228,229,,937,2,unigram; bigram; trigram
http://www.jstor.org/stable/1156597,Notes and News,Africa: Journal of the International African Institute,1951,,article,misc,jstor,,1951-07-01,3,21,http://www.jstor.org/stable/1156597,,Cambridge University Press,fre,235,239,,2796,5,unigram; bigram; trigram
http://www.jstor.org/stable/1155469,The Problem of Mass Education in Africa,Africa: Journal of the International African Institute,1938,,article,research-article,jstor,,1938-04-01,2,11,http://www.jstor.org/stable/1155469,W. Bryant Mumford; R. Jackson,Cambridge University Press,eng,187,207,,7384,21,unigram; bigram; trigram
http://www.jstor.org/stable/3180515,Review Article,Africa: Journal of the International African Institute,1935,,article,book-review,jstor,,1935-04-01,2,8,http://www.jstor.org/stable/3180515,E. B. Haddon,Cambridge University Press,eng,236,237,,982,2,unigram; bigram; trigram
http://www.jstor.org/stable/1156536,The Beef-Cattle Trade in Nigeria,Africa: Journal of the International African Institute,1946,,article,research-article,jstor,,1946-01-01,1,16,http://www.jstor.org/stable/1156536,G. I. Jones,Cambridge University Press,eng,29,38,,5077,10,unigram; bigram; trigram
http://www.jstor.org/stable/3180475,Review Article,Africa: Journal of the International African Institute,1948,,article,book-review,jstor,,1948-01-01,1,18,http://www.jstor.org/stable/3180475,C. M. N. White,Cambridge University Press,eng,69,70,,1303,2,unigram; bigram; trigram
http://www.jstor.org/stable/1155450,Some Aspects of Dahomean Ethnology,Africa: Journal of the International African Institute,1932,,article,research-article,jstor,,1932-07-01,3,5,http://www.jstor.org/stable/1155450,Melville J. Herskovits,Cambridge University Press,eng,266,296,,13969,35,unigram; bigram; trigram
http://www.jstor.org/stable/1155992,The Lingua Franca of the Middle Congo,Africa: Journal of the International African Institute,1943,,article,research-article,jstor,,1943-07-01,3,14,http://www.jstor.org/stable/1155992,Malcolm Guthrie,Cambridge University Press,eng,118,123,,3402,6,unigram; bigram; trigram
http://www.jstor.org/stable/1156118,Lord Lugard: A General Appreciation,Africa: Journal of the International African Institute,1945,,article,news,jstor,,1945-07-01,3,15,http://www.jstor.org/stable/1156118,Margery Perham,Cambridge University Press,eng,114,122,,5666,9,unigram; bigram; trigram
http://www.jstor.org/stable/1156742,Review Article,Africa: Journal of the International African Institute,1954,,article,book-review,jstor,,1954-01-01,1,24,http://www.jstor.org/stable/1156742,I. Schapera,Cambridge University Press,eng,76,76,,395,1,unigram; bigram; trigram
http://www.jstor.org/stable/3180409,Review Article,Africa: Journal of the International African Institute,1935,,article,book-review,jstor,,1935-01-01,1,8,http://www.jstor.org/stable/3180409,A. Werner,Cambridge University Press,eng,120,121,,976,2,unigram; bigram; trigram
http://www.jstor.org/stable/1156304,Notes sur les Groupements Ethniques en Afrique Équatoriale Française,Africa: Journal of the International African Institute,1944,,article,research-article,jstor,,1944-10-01,8,14,http://www.jstor.org/stable/1156304,A. Sicé,Cambridge University Press,fre,454,458,,2870,5,unigram; bigram; trigram
http://www.jstor.org/stable/3180500,Review Article,Africa: Journal of the International African Institute,1934,,article,book-review,jstor,,1934-01-01,1,7,http://www.jstor.org/stable/3180500,S. F. Nadel,Cambridge University Press,eng,121,122,,905,2,unigram; bigram; trigram
http://www.jstor.org/stable/1155387,Review Article,Africa: Journal of the International African Institute,1939,,article,book-review,jstor,,1939-07-01,3,12,http://www.jstor.org/stable/1155387,H. Sölken,Cambridge University Press,ger,373,374,,772,2,unigram; bigram; trigram
http://www.jstor.org/stable/1155720,Mythes et Légendes sur l'Allume-feu des Populations du Congo Belge,Africa: Journal of the International African Institute,1936,,article,research-article,jstor,,1936-10-01,4,9,http://www.jstor.org/stable/1155720,J. Maes,Cambridge University Press,fre,495,507,,5436,13,unigram; bigram; trigram
http://www.jstor.org/stable/1156780,Review Article,Africa: Journal of the International African Institute,1956,,article,book-review,jstor,,1956-01-01,1,26,http://www.jstor.org/stable/1156780,Malcolm Guthrie,Cambridge University Press,eng,94,94,,658,1,unigram; bigram; trigram
http://www.jstor.org/stable/1155577,A Luba Tribe in Katanga. Customs and Folklore,Africa: Journal of the International African Institute,1932,,article,research-article,jstor,,1932-04-01,2,5,http://www.jstor.org/stable/1155577,Agnes C. L. Donohugh; Priscilla Berry,Cambridge University Press,eng,176,183,,3366,8,unigram; bigram; trigram
http://www.jstor.org/stable/1156888,Review Article,Africa: Journal of the International African Institute,1955,,article,book-review,jstor,,1955-10-01,4,25,http://www.jstor.org/stable/1156888,Jean-Claude Pauvert,Cambridge University Press,fre,446,447,,937,2,unigram; bigram; trigram
http://www.jstor.org/stable/1156160,Notes and News,Africa: Journal of the International African Institute,1951,,article,misc,jstor,,1951-01-01,1,21,http://www.jstor.org/stable/1156160,,Cambridge University Press,eng,62,68,,4089,7,unigram; bigram; trigram
http://www.jstor.org/stable/1156541,Review Article,Africa: Journal of the International African Institute,1946,,article,book-review,jstor,,1946-01-01,1,16,http://www.jstor.org/stable/1156541,G. R. Driver,Cambridge University Press,eng,55,57,,2094,3,unigram; bigram; trigram
http://www.jstor.org/stable/1157599,Labour Migration and Its Relationship to Socio-Cultural Change in Mossi Society,Africa: Journal of the International African Institute,1960,,article,research-article,jstor,,1960-10-01,4,30,http://www.jstor.org/stable/1157599,Elliott P. Skinner,Cambridge University Press,eng,375,401,,16764,27,unigram; bigram; trigram
http://www.jstor.org/stable/1156266,Review Article,Africa: Journal of the International African Institute,1949,,article,book-review,jstor,,1949-01-01,1,19,http://www.jstor.org/stable/1156266,J. G. Peristiany,Cambridge University Press,eng,69,73,,3580,5,unigram; bigram; trigram
http://www.jstor.org/stable/1155656,Notes and News,Africa: Journal of the International African Institute,1938,,article,misc,jstor,,1938-07-01,3,11,http://www.jstor.org/stable/1155656,,Cambridge University Press,eng,349,363,,7118,15,unigram; bigram; trigram
http://www.jstor.org/stable/1156020,Review Article,Africa: Journal of the International African Institute,1947,,article,book-review,jstor,,1947-07-01,3,17,http://www.jstor.org/stable/1156020,M. G.,Cambridge University Press,eng,219,219,,645,1,unigram; bigram; trigram
http://www.jstor.org/stable/1156099,Review Article,Africa: Journal of the International African Institute,1940,,article,book-review,jstor,,1940-07-01,3,13,http://www.jstor.org/stable/1156099,Charlotte Leubuscher,Cambridge University Press,eng,302,303,,910,2,unigram; bigram; trigram
http://www.jstor.org/stable/1155917,Review Article,Africa: Journal of the International African Institute,1928,,article,book-review,jstor,,1928-10-01,4,1,http://www.jstor.org/stable/1155917,A. Werner,Cambridge University Press,eng,491,492,,864,2,unigram; bigram; trigram
http://www.jstor.org/stable/1155095,Review Article,Africa: Journal of the International African Institute,1939,,article,book-review,jstor,,1939-04-01,2,12,http://www.jstor.org/stable/1155095,N. De Cleene,Cambridge University Press,fre,257,257,,425,1,unigram; bigram; trigram
http://www.jstor.org/stable/1157605,Review Article,Africa: Journal of the International African Institute,1960,,article,book-review,jstor,,1960-10-01,4,30,http://www.jstor.org/stable/1157605,K. M. Barbour,Cambridge University Press,eng,411,411,,635,1,unigram; bigram; trigram
http://www.jstor.org/stable/1156684,Review Article,Africa: Journal of the International African Institute,1956,,article,book-review,jstor,,1956-10-01,4,26,http://www.jstor.org/stable/1156684,P. Hinderling,Cambridge University Press,ger,419,420,,1138,2,unigram; bigram; trigram
http://www.jstor.org/stable/1156785,An Analytical Commentary on the Social Structure of the Dogon,Africa: Journal of the International African Institute,1950,,article,research-article,jstor,,1950-07-01,3,20,http://www.jstor.org/stable/1156785,David Tait,Cambridge University Press,eng,175,199,,13864,25,unigram; bigram; trigram
http://www.jstor.org/stable/1157098,Review Article,Africa: Journal of the International African Institute,1952,,article,book-review,jstor,,1952-01-01,1,22,http://www.jstor.org/stable/1157098,Edwin W. Smith,Cambridge University Press,eng,88,89,,1223,2,unigram; bigram; trigram
http://www.jstor.org/stable/1156942,Review Article,Africa: Journal of the International African Institute,1947,,article,book-review,jstor,,1947-01-01,1,17,http://www.jstor.org/stable/1156942,A. I. Richards,Cambridge University Press,eng,62,63,,1346,2,unigram; bigram; trigram
http://www.jstor.org/stable/1156893,Improvement Associations among the Afikpo Ibo,Africa: Journal of the International African Institute,1955,,article,research-article,jstor,,1955-01-01,1,25,http://www.jstor.org/stable/1156893,S. Ottenberg,Cambridge University Press,eng,1,28,,17396,28,unigram; bigram; trigram
http://www.jstor.org/stable/1155612,Review Article,Africa: Journal of the International African Institute,1939,,article,book-review,jstor,,1939-01-01,1,12,http://www.jstor.org/stable/1155612,D. Westermann,Cambridge University Press,eng,117,118,,979,2,unigram; bigram; trigram
http://www.jstor.org/stable/1156326,Review Article,Africa: Journal of the International African Institute,1946,,article,book-review,jstor,,1946-07-01,3,16,http://www.jstor.org/stable/1156326,A. R. Radcliffe-Brown,Cambridge University Press,eng,195,195,,632,1,unigram; bigram; trigram
http://www.jstor.org/stable/1157618,"Report of the Administrative Director, April 1958-March 1959",Africa: Journal of the International African Institute,1959,,article,misc,jstor,,1959-07-01,3,29,http://www.jstor.org/stable/1157618,Daryll Forde,Cambridge University Press,eng,294,299,,3574,6,unigram; bigram; trigram
http://www.jstor.org/stable/1155890,Review Article,Africa: Journal of the International African Institute,1934,,article,book-review,jstor,,1934-10-01,4,7,http://www.jstor.org/stable/1155890,S. Rivers-Smith,Cambridge University Press,eng,503,504,,938,2,unigram; bigram; trigram
http://www.jstor.org/stable/1155356,Social Systems of Africa (Conclusion),Africa: Journal of the International African Institute,1929,,article,research-article,jstor,,1929-10-01,4,2,http://www.jstor.org/stable/1155356,Richard Thurnwald,Cambridge University Press,eng,352,380,,11673,29,unigram; bigram; trigram
http://www.jstor.org/stable/3180471,Review Article,Africa: Journal of the International African Institute,1948,,article,book-review,jstor,,1948-01-01,1,18,http://www.jstor.org/stable/3180471,Madeline Kerr,Cambridge University Press,eng,65,65,,643,1,unigram; bigram; trigram
http://www.jstor.org/stable/1156190,Review Article,Africa: Journal of the International African Institute,1953,,article,book-review,jstor,,1953-10-01,4,23,http://www.jstor.org/stable/1156190,Henri Labouret,Cambridge University Press,fre,361,362,,1253,2,unigram; bigram; trigram
http://www.jstor.org/stable/3180433,Review Article,Africa: Journal of the International African Institute,1935,,article,book-review,jstor,,1935-07-01,3,8,http://www.jstor.org/stable/3180433,H. Labouret,Cambridge University Press,eng,400,401,,943,2,unigram; bigram; trigram
http://www.jstor.org/stable/1155474,Review Article,Africa: Journal of the International African Institute,1938,,article,book-review,jstor,,1938-04-01,2,11,http://www.jstor.org/stable/1155474,A. H.,Cambridge University Press,eng,242,244,,1434,3,unigram; bigram; trigram
http://www.jstor.org/stable/1155591,Review Article,Africa: Journal of the International African Institute,1932,,article,book-review,jstor,,1932-04-01,2,5,http://www.jstor.org/stable/1155591,A. Klingenheben,Cambridge University Press,ger,226,227,,861,2,unigram; bigram; trigram
http://www.jstor.org/stable/1157758,Review Article,Africa: Journal of the International African Institute,1960,,article,book-review,jstor,,1960-01-01,1,30,http://www.jstor.org/stable/1157758,Vittorio Lanternari,Cambridge University Press,eng,95,96,,1310,2,unigram; bigram; trigram
http://www.jstor.org/stable/3180577,Review Article,Africa: Journal of the International African Institute,1950,,article,book-review,jstor,,1950-04-01,2,20,http://www.jstor.org/stable/3180577,A. J. B. Hughes,Cambridge University Press,eng,156,157,,1405,2,unigram; bigram; trigram
http://www.jstor.org/stable/1155790,Review Article,Africa: Journal of the International African Institute,1937,,article,book-review,jstor,,1937-04-01,2,10,http://www.jstor.org/stable/1155790,Julius Richter,Cambridge University Press,ger,241,242,,691,2,unigram; bigram; trigram
http://www.jstor.org/stable/1156182,Secondary Marriage in Northern Nigeria,Africa: Journal of the International African Institute,1953,,article,research-article,jstor,,1953-10-01,4,23,http://www.jstor.org/stable/1156182,M. G. Smith,Cambridge University Press,eng,298,323,,15296,26,unigram; bigram; trigram
http://www.jstor.org/stable/1156931,Bibliography of Current Publications,Africa: Journal of the International African Institute,1952,,article,misc,jstor,,1952-10-01,4,22,http://www.jstor.org/stable/1156931,,Cambridge University Press,eng,388,396,,6357,9,unigram; bigram; trigram
http://www.jstor.org/stable/1155976,Le Mariage chez les Babemba,Africa: Journal of the International African Institute,1931,,article,research-article,jstor,,1931-04-01,2,4,http://www.jstor.org/stable/1155976,Éd. Labrecque,Cambridge University Press,fre,209,221,,5161,13,unigram; bigram; trigram
http://www.jstor.org/stable/1156441,Review Article,Africa: Journal of the International African Institute,1954,,article,book-review,jstor,,1954-07-01,3,24,http://www.jstor.org/stable/1156441,H. Deschamps,Cambridge University Press,fre,283,283,,362,1,unigram; bigram; trigram
http://www.jstor.org/stable/1156858,La Polygamie au Congo Belge,Africa: Journal of the International African Institute,1947,,article,research-article,jstor,,1947-04-01,2,17,http://www.jstor.org/stable/1156858,J. Van Wing,Cambridge University Press,fre,93,102,,5724,10,unigram; bigram; trigram
http://www.jstor.org/stable/1155819,Bibliography of Current Literature Dealing with African Languages and Cultures,Africa: Journal of the International African Institute,1930,,article,misc,jstor,,1930-04-01,2,3,http://www.jstor.org/stable/1155819,,Cambridge University Press,eng,257,264,,4691,8,unigram; bigram; trigram
http://www.jstor.org/stable/1156462,The Winged Solar Disk or Ibo ItΣi Facial Scarification,Africa: Journal of the International African Institute,1951,,article,research-article,jstor,,1951-04-01,2,21,http://www.jstor.org/stable/1156462,M. D. W. Jeffreys,Cambridge University Press,eng,93,111,,10527,21,unigram; bigram; trigram
http://www.jstor.org/stable/1155182,A Comparative Survey of Educational Aims and Methods in British India and British Tropical Africa,Africa: Journal of the International African Institute,1933,,article,research-article,jstor,,1933-04-01,2,6,http://www.jstor.org/stable/1155182,Arthur Mayhew,Cambridge University Press,eng,172,186,,5880,15,unigram; bigram; trigram
http://www.jstor.org/stable/1157063,Review Article,Africa: Journal of the International African Institute,1944,,article,book-review,jstor,,1944-01-01,5,14,http://www.jstor.org/stable/1157063,Rita Hinden,Cambridge University Press,eng,280,281,,1385,2,unigram; bigram; trigram
http://www.jstor.org/stable/3180447,L'ALLIANCE CATHARTIQUE,Africa: Journal of the International African Institute,1948,,article,research-article,jstor,,1948-10-01,4,18,http://www.jstor.org/stable/3180447,M. Griaule,Cambridge University Press,fre,242,258,,9847,17,unigram; bigram; trigram
http://www.jstor.org/stable/3180414,Nupe State and Community,Africa: Journal of the International African Institute,1935,,article,research-article,jstor,,1935-07-01,3,8,http://www.jstor.org/stable/3180414,S. F. Nadel,Cambridge University Press,eng,257,303,,19057,51,unigram; bigram; trigram
http://www.jstor.org/stable/1155927,Review Article,Africa: Journal of the International African Institute,1928,,article,book-review,jstor,,1928-10-01,4,1,http://www.jstor.org/stable/1155927,C. C. Barnard,Cambridge University Press,eng,503,503,,456,1,unigram; bigram; trigram
http://www.jstor.org/stable/3180602,"NYAKYUSA, KONDE",Africa: Journal of the International African Institute,1935,,article,research-article,jstor,,1935-10-01,4,8,http://www.jstor.org/stable/3180602,O. Schüler,Cambridge University Press,eng,519,520,,1085,2,unigram; bigram; trigram
http://www.jstor.org/stable/1155102,A Religious Festival in Northern Nigeria,Africa: Journal of the International African Institute,1930,,article,research-article,jstor,,1930-07-01,3,3,http://www.jstor.org/stable/1155102,C. K. Meek,Cambridge University Press,eng,323,346,,10420,24,unigram; bigram; trigram
http://www.jstor.org/stable/1155808,Review Article,Africa: Journal of the International African Institute,1930,,article,book-review,jstor,,1930-04-01,2,3,http://www.jstor.org/stable/1155808,Julius Richter,Cambridge University Press,ger,242,245,,1619,4,unigram; bigram; trigram
http://www.jstor.org/stable/1156001,Review Article,Africa: Journal of the International African Institute,1943,,article,book-review,jstor,,1943-07-01,3,14,http://www.jstor.org/stable/1156001,A. N. Tucker,Cambridge University Press,eng,150,150,,524,1,unigram; bigram; trigram
http://www.jstor.org/stable/1156054,Review Article,Africa: Journal of the International African Institute,1950,,article,book-review,jstor,,1950-01-01,1,20,http://www.jstor.org/stable/1156054,S. F. Nadel,Cambridge University Press,eng,78,80,,2136,3,unigram; bigram; trigram
http://www.jstor.org/stable/3180638,Review Article,Africa: Journal of the International African Institute,1936,,article,book-review,jstor,,1936-07-01,3,9,http://www.jstor.org/stable/3180638,Henri Labouret,Cambridge University Press,eng,425,425,,342,1,unigram; bigram; trigram
http://www.jstor.org/stable/1157091,Notes and News,Africa: Journal of the International African Institute,1952,,article,misc,jstor,,1952-01-01,1,22,http://www.jstor.org/stable/1157091,,Cambridge University Press,eng,77,80,,2194,4,unigram; bigram; trigram
http://www.jstor.org/stable/1156677,Notes and News,Africa: Journal of the International African Institute,1956,,article,misc,jstor,,1956-10-01,4,26,http://www.jstor.org/stable/1156677,,Cambridge University Press,eng,406,412,,3905,7,unigram; bigram; trigram
http://www.jstor.org/stable/1157731,Review Article,Africa: Journal of the International African Institute,1960,,article,book-review,jstor,,1960-04-01,2,30,http://www.jstor.org/stable/1157731,Gustav Jahoda,Cambridge University Press,eng,206,207,,1306,2,unigram; bigram; trigram
http://www.jstor.org/stable/1155404,Notes on Some Fulani Tribes and Customs,Africa: Journal of the International African Institute,1932,,article,research-article,jstor,,1932-10-01,4,5,http://www.jstor.org/stable/1155404,L. N. Reed,Cambridge University Press,eng,422,454,,14000,33,unigram; bigram; trigram
http://www.jstor.org/stable/1156159,Current Researches in African Ethnology and Linguistics,Africa: Journal of the International African Institute,1951,,article,misc,jstor,,1951-01-01,1,21,http://www.jstor.org/stable/1156159,,Cambridge University Press,fre,59,61,,1248,3,unigram; bigram; trigram
http://www.jstor.org/stable/1155399,Volume Information,Africa: Journal of the International African Institute,1932,,article,misc,jstor,,1932-10-01,4,5,http://www.jstor.org/stable/1155399,,Cambridge University Press,eng,541,550,,4810,10,unigram; bigram; trigram
http://www.jstor.org/stable/1156070,Some Problems of Language Classification with Particular Reference to the North-West Bantu Borderland,Africa: Journal of the International African Institute,1955,,article,research-article,jstor,,1955-04-01,2,25,http://www.jstor.org/stable/1156070,I. Richardson,Cambridge University Press,eng,161,169,,4913,9,unigram; bigram; trigram
http://www.jstor.org/stable/3180479,Review Article,Africa: Journal of the International African Institute,1948,,article,book-review,jstor,,1948-01-01,1,18,http://www.jstor.org/stable/3180479,Mary Danielli,Cambridge University Press,eng,72,73,,1313,2,unigram; bigram; trigram
http://www.jstor.org/stable/1157051,Bibliography of Current Publications,Africa: Journal of the International African Institute,1953,,article,misc,jstor,,1953-04-01,2,23,http://www.jstor.org/stable/1157051,,Cambridge University Press,eng,172,180,,6461,9,unigram; bigram; trigram
http://www.jstor.org/stable/1155676,Démographie Congolaise,Africa: Journal of the International African Institute,1933,,article,research-article,jstor,,1933-07-01,3,6,http://www.jstor.org/stable/1155676,Pierre Ryckmans,Cambridge University Press,fre,241,258,,6200,18,unigram; bigram; trigram
http://www.jstor.org/stable/1156269,Review Article,Africa: Journal of the International African Institute,1949,,article,book-review,jstor,,1949-01-01,1,19,http://www.jstor.org/stable/1156269,E. Ullendorff,Cambridge University Press,eng,75,76,,1272,2,unigram; bigram; trigram
http://www.jstor.org/stable/3180628,Additional Steps in the Umundri Coronation Ceremony,Africa: Journal of the International African Institute,1936,,article,research-article,jstor,,1936-07-01,3,9,http://www.jstor.org/stable/3180628,M. D. W. Jeffreys,Cambridge University Press,eng,403,406,,1896,4,unigram; bigram; trigram
http://www.jstor.org/stable/1157613,Anthropology and Africa. A Wider Perspective. The Lugard Memorial Lecture for 1959,Africa: Journal of the International African Institute,1959,,article,research-article,jstor,,1959-07-01,3,29,http://www.jstor.org/stable/1157613,Melville J. Herskovits,Cambridge University Press,eng,225,238,,8227,14,unigram; bigram; trigram
http://www.jstor.org/stable/1157498,Ritual Oaths as Instruments of Coercion and Self-Defence among the Adaŋme of Ghana,Africa: Journal of the International African Institute,1959,,article,research-article,jstor,,1959-01-01,1,29,http://www.jstor.org/stable/1157498,Hugo Huber,Cambridge University Press,eng,41,49,,5714,9,unigram; bigram; trigram
http://www.jstor.org/stable/1156926,Review Article,Africa: Journal of the International African Institute,1952,,article,book-review,jstor,,1952-10-01,4,22,http://www.jstor.org/stable/1156926,H. Ashton,Cambridge University Press,eng,384,385,,1309,2,unigram; bigram; trigram
http://www.jstor.org/stable/1155560,Summary of Proceedings of the Twelfth Meeting of the Executive Council,Africa: Journal of the International African Institute,1933,,article,misc,jstor,,1933-10-01,4,6,http://www.jstor.org/stable/1155560,,Cambridge University Press,eng,472,482,,4550,11,unigram; bigram; trigram
http://www.jstor.org/stable/1156102,Review Article,Africa: Journal of the International African Institute,1940,,article,book-review,jstor,,1940-07-01,3,13,http://www.jstor.org/stable/1156102,H. Labouret,Cambridge University Press,fre,307,308,,959,2,unigram; bigram; trigram
